id,supervoxel_id,composite_cell_type,super_class,cell_type,side,cluster,colours
720575941474674986,76142074248072351,DNp32,descending,DNp32,right,DN_15,#5AB5DD
720575941561088045,76212442992558863,DNp27,descending,DNp27,right,DN_18,#57B2C1
720575941662395704,76212442992686915,DNd02,descending,DNd02,left,DN_12,#59A846
720575941632903621,75930968015558765,DNg100,descending,DNg100,left,DN_11,#4FAA6F
720575941393518742,76142074248089534,DNp32,descending,DNp32,left,DN_15,#5AB5DD
720575941486475917,76142074315169489,DNpe053,descending,DNpe053,right,NA,NA
720575941521093815,75014662244566844,DNg100,descending,DNg100,right,DN_11,#4FAA6F
720575941449699765,76353180480628309,DNd03,descending,DNd03,left,DN_16,#F39B38
720575941551811839,75788375369986196,DNp30,descending,DNp30,right,DN_14,#54B0A6
720575941579876085,76353180480635889,DNg74_a,descending,DNg74_a,right,DN_11,#4FAA6F
720575941614265875,76142074315067918,DNp103,descending,DNp103,right,DN_14,#54B0A6
720575941450655310,76071705570920124,DNpe053,descending,DNpe053,left,NA,NA
720575941507246405,76141180626620093,DNge149,descending,DNge149,right,DN_16,#F39B38
720575941441988815,76212442924872167,DNg98,descending,DNg98,right,DN_22,#D0B43E
720575941401814307,75930968015332293,DNge050,descending,DNge050,left,DN_11,#4FAA6F
720575941658928208,76001336759552753,DNg34,descending,DNg34,right,DN_11,#4FAA6F
720575941467705366,76071705571064966,DNp103,descending,DNp103,left,DN_14,#54B0A6
720575941459097503,75436600100484205,DNp01,descending,DNp01,right,DN_14,#54B0A6
720575941533464195,76282811736625832,DNb05,descending,DNb05,left,DN_18,#57B2C1
720575941459683398,76071705504161048,DNp27,descending,DNp27,left,DN_18,#57B2C1
720575941584468063,76071705436520967,DNg98,descending,DNg98,left,DN_22,#D0B43E
720575941441623899,76353180547587490,DNg75,descending,DNg75,right,DN_11,#4FAA6F
720575941401805859,76071705436547153,DNd02,descending,DNd02,right,DN_12,#59A846
720575941611304937,76140013335343390,DNc01,descending,DNc01,midline,DN_19,#658FC8
720575941551991295,76423549291662182,DNg16,descending,DNg16,left,DN_11,#4FAA6F
720575941563183016,76353180547650464,DNg74_b,descending,DNg74_b,right,DN_13,#764D99
720575941447863316,76001336759819912,DNb05,descending,DNb05,right,DN_18,#57B2C1
720575941614432409,76282811736605449,DNge047,descending,DNge047,left,DN_15,#5AB5DD
720575941552029183,75930968015500254,DNg74_a,descending,DNg74_a,left,DN_11,#4FAA6F
720575941688643340,76212442992756280,DNp10,descending,DNp10,right,DN_14,#54B0A6
720575941486576390,75930968082496232,DNg16,descending,DNg16,right,DN_11,#4FAA6F
720575941444018602,76353180547717441,DNg35,descending,DNg35,right,DN_08,#5FA5D8
720575941567461678,76071705504383689,DNp10,descending,DNp10,left,DN_14,#54B0A6
720575941435313294,76142074315307574,DNae009,descending,DNae009,left,DN_03,#EF6B33
720575941477713770,76001336759865368,DNge047,descending,DNge047,right,DN_15,#5AB5DD
720575941568410362,75930968015582750,DNg75,descending,DNg75,left,DN_11,#4FAA6F
720575941572471454,75930968015666527,DNg74_b,descending,DNg74_b,left,DN_13,#764D99
720575941644912760,76282811736508646,DNp42,descending,DNp42,left,DN_17,#7063A9
720575941519463278,76353180547433413,DNg108,descending,DNg108,right,DN_13,#764D99
720575941551998719,76001336759850554,DNp42,descending,DNp42,right,DN_17,#7063A9
720575941519464046,75930968015348134,DNg97,descending,DNg97,left,DN_11,#4FAA6F
720575941449384885,76070743431169887,DNge150,descending,DNge150,right,DN_19,#658FC8
720575941557353124,75930968015572829,DNd03,descending,DNd03,right,DN_16,#F39B38
720575941515652611,76353180480550103,DNg97,descending,DNg97,right,DN_11,#4FAA6F
720575941533459331,75930968082567117,DNc02,descending,DNc02,left,DN_19,#658FC8
720575941479966850,75930968082638080,DNg35,descending,DNg35,left,DN_08,#5FA5D8
720575941482906566,75930968082849185,DNa02,descending,DNa02,right,DN_10,#77AB44
720575941658915664,76282811736255603,DNg34,descending,DNg34,left,DN_11,#4FAA6F
720575941432208855,76001336827476359,DNp31,descending,DNp31,left,DN_06,#51AD8B
720575941352918576,76070605657109640,DNg70,descending,DNg70,left,DN_22,#D0B43E
720575941618366079,76282811870584706,DNp31,descending,DNp31,right,DN_06,#51AD8B
720575941513768780,76353180480518849,DNge037,descending,DNge037,right,DN_08,#5FA5D8
720575941535975873,76353180480528126,DNg105,descending,DNg105,right,DN_13,#764D99
720575941574089480,76071705571289937,DNp30,descending,DNp30,left,DN_14,#54B0A6
720575941510475536,76353180547935451,DNa02,descending,DNa02,left,DN_10,#77AB44
720575941459668435,76353180480521113,DNge036,descending,DNge036,right,DN_07,#6A79B8
720575941657879576,76071705570922564,DNp06,descending,DNp06,right,DN_14,#54B0A6
720575941626147180,75930968015474980,DNge053,descending,DNge053,left,DN_14,#54B0A6
720575941451962746,76353180480641370,DNge053,descending,DNge053,right,DN_14,#54B0A6
720575941560090606,76071705504344983,DNge129,descending,DNge129,left,DN_15,#5AB5DD
720575941568870770,76001336827297966,DNa10,descending,DNa10,right,DN_03,#EF6B33
720575941612051373,75577268869127263,DNa03,descending,DNa03,right,DN_06,#51AD8B
720575941552142727,76212443059397235,DNa03,descending,DNa03,left,DN_06,#51AD8B
720575941585932934,76353180547619558,DNge035,descending,DNge035,right,DN_13,#764D99
720575941519453550,76071705504128343,DNpe056,descending,DNpe056,right,DN_17,#7063A9
720575941441633883,75085237214423630,DNge049,descending,DNge049,right,DN_13,#764D99
720575941565482135,75295106899096444,DNa13,descending,DNa13,right,DN_10,#77AB44
720575941669831345,76212443126298223,DNa10,descending,DNa10,left,DN_03,#EF6B33
720575941540215501,76142074315554489,DNp01,descending,DNp01,left,DN_14,#54B0A6
720575941471955264,76001336827284231,DNbe001,descending,DNbe001,right,DN_06,#51AD8B
720575941536580634,76142074248548816,DNge129,descending,DNge129,right,DN_15,#5AB5DD
720575941638988661,75930968082569839,DNc01,descending,DNc01,midline,DN_19,#658FC8
720575941575457167,76142074248172310,DNp43,descending,DNp43,right,DN_17,#7063A9
720575941598773184,76142074315100808,DNp68,descending,DNp68,left,DN_18,#57B2C1
720575941688517388,75930968015372657,DNg93,descending,DNg93,left,DN_13,#764D99
720575941532728195,76282811804018389,DNbe001,descending,DNbe001,left,DN_06,#51AD8B
720575941480799395,75930968015269814,DNg105,descending,DNg105,left,DN_13,#764D99
720575941667357939,76001336760138156,DNge037,descending,DNge037,left,DN_08,#5FA5D8
720575941611791590,76142074315177962,DNp06,descending,DNp06,left,DN_14,#54B0A6
720575941652085745,76212443059312542,DNae007,descending,DNae007,left,DN_10,#77AB44
720575941508490881,76353180480579509,DNge048,descending,DNge048,right,DN_13,#764D99
720575941459656403,76001336759896349,DNp35,descending,DNp35,right,DN_14,#54B0A6
720575941603701433,75085168360348701,DNg102,descending,DNg102,right,DN_17,#7063A9
720575941611907245,76071705571078371,DNbe004,descending,DNbe004,right,DN_06,#51AD8B
720575941393492118,76142074315158358,DNpe045,descending,DNpe045,right,DN_14,#54B0A6
720575941537505768,75647363003825026,DNa11,descending,DNa11,right,DN_10,#77AB44
720575941473933664,75929662077193582,DNge104,descending,DNge104,right,DN_22,#D0B43E
720575941631013090,75930968015310709,DNge035,descending,DNge035,left,DN_13,#764D99
720575941732084523,76071705570949610,DNp62,descending,DNp62,left,DN_18,#57B2C1
720575941473780832,75930968082675467,DNge152,descending,DNge152,midline,DN_04,#95AE42
720575941662407992,75788855869355549,DNg29,descending,DNg29,left,DN_14,#54B0A6
720575941469775069,76142074248506494,DNg102,descending,DNg102,left,DN_17,#7063A9
720575941474644778,76353180480469749,DNge073,descending,DNge073,right,DN_12,#59A846
720575941414262161,76001336759795751,DNpe021,descending,DNpe021,right,DN_14,#54B0A6
720575941490416181,76353180480493539,DNg93,descending,DNg93,right,DN_13,#764D99
720575941483673853,76142074315206476,DNp48,descending,DNp48,right,DN_19,#658FC8
720575941411223467,76212443059499909,DNa01,descending,DNa01,left,DN_11,#4FAA6F
720575941663497084,76282811736674139,DNa11,descending,DNa11,left,DN_10,#77AB44
720575941544704005,76142074315106061,DNpe045,descending,DNpe045,left,DN_14,#54B0A6
720575941526706532,75930968082822160,DNg88,descending,DNg88,right,DN_10,#77AB44
720575941533346179,76142074315470891,DNge136,descending,DNge136,right,DN_22,#D0B43E
720575941595189029,76212443059809694,DNp18,descending,DNp18,left,DN_06,#51AD8B
720575941431097737,75930968015310701,DNge049,descending,DNge049,left,DN_13,#764D99
720575941494950526,76071705571083651,DNae005,descending,DNae005,right,DN_10,#77AB44
720575941581684601,75930968082751369,DNa06,descending,DNa06,right,DN_20,#EEB73C
720575941441243839,76142074315503225,DNge136,descending,DNge136,right,DN_22,#D0B43E
720575941519462766,76282811736441229,DNg104,descending,DNg104,right,DN_17,#7063A9
720575941520866995,76212443059568319,DNbe004,descending,DNbe004,left,DN_06,#51AD8B
720575941603795641,76142074248139606,DNp43,descending,DNp43,left,DN_17,#7063A9
720575941590008119,76071705571666684,DNge138,descending,DNge138,right,DN_18,#57B2C1
720575941412619631,76142074315370004,DNxn153,descending,DNxn153,right,DN_14,#54B0A6
720575941480759971,76071705571172871,DNge136,descending,DNge136,left,DN_22,#D0B43E
720575941537603043,76071705570992341,DNa01,descending,DNa01,right,DN_11,#4FAA6F
720575941671407015,76353180480361355,DNg13,descending,DNg13,right,DN_11,#4FAA6F
720575941481985475,76142074248394273,DNp69,descending,DNp69,left,DN_14,#54B0A6
720575941557338020,76142074315259141,DNp68,descending,DNp68,right,DN_18,#57B2C1
720575941653567505,76212442992519065,DNp12,descending,DNp12,left,DN_14,#54B0A6
720575941555572819,76001336759965232,DNpe020,descending,DNpe020,midline,DN_12,#59A846
720575941572671995,76071705571009123,DNp59,descending,DNp59,right,DN_14,#54B0A6
720575941558635279,76001336827122664,DNp11,descending,DNp11,left,DN_14,#54B0A6
720575941572397726,76142074315347259,DNa13,descending,DNa13,left,DN_10,#77AB44
720575941478429802,76212442924881998,DNg70,descending,DNg70,right,DN_22,#D0B43E
720575941503488747,75578162021050575,DNg27,descending,DNg27,right,DN_04,#95AE42
720575941496011719,76282811803904136,DNa16,descending,DNa16,left,DN_20,#EEB73C
720575941458994079,75930968015489711,DNge036,descending,DNge036,left,DN_07,#6A79B8
720575941569570162,76071705571238495,DNae002,descending,DNae002,right,DN_06,#51AD8B
720575941527847590,76212443059688052,DNa09,descending,DNa09,left,DN_06,#51AD8B
720575941450506830,76001336827019618,DNp18,descending,DNp18,right,DN_06,#51AD8B
720575941595955569,76142074315256456,DNp13,descending,DNp13,right,DN_17,#7063A9
720575941431081865,76282811736602539,DNd05,descending,DNd05,left,DN_08,#5FA5D8
720575941529301688,76142074248513829,DNge141,descending,DNge141,right,DN_17,#7063A9
720575941474675754,76001336759565185,DNg104,descending,DNg104,left,DN_17,#7063A9
720575941624210684,76071705570828584,DNp34,descending,DNp34,left,DN_12,#59A846
720575941546393020,76212442992550528,DNp35,descending,DNp35,left,DN_14,#54B0A6
720575941560092910,76212443059529392,DNa13,descending,DNa13,left,DN_10,#77AB44
720575941603763385,76142074248568753,DNp48,descending,DNp48,left,DN_19,#658FC8
720575941566170422,76282811736640394,DNp14,descending,DNp14,left,DN_22,#D0B43E
720575941515127875,76282811736497112,DNpe056,descending,DNpe056,left,DN_17,#7063A9
720575941535968449,75930968015451918,DNge048,descending,DNge048,left,DN_13,#764D99
720575941447883284,76071705504454574,DNp104,descending,DNp104,right,DN_14,#54B0A6
720575941528320952,76353180547967899,DNg88,descending,DNg88,left,DN_10,#77AB44
720575941617466325,75506488143514124,DNa16,descending,DNa16,right,DN_20,#EEB73C
720575941516029689,76142074315296318,DNae005,descending,DNae005,left,DN_10,#77AB44
720575941551948543,76142074248557341,DNp63,descending,DNp63,left,DN_03,#EF6B33
720575941578803025,76071705571035404,DNa13,descending,DNa13,right,DN_10,#77AB44
720575941450587726,76212442992505061,DNp55,descending,DNp55,left,DN_14,#54B0A6
720575941515630947,76071705504043338,DNp12,descending,DNp12,right,DN_14,#54B0A6
720575941535140362,76001336759669977,DNg15,descending,DNg15,left,DN_16,#F39B38
720575941604964286,75718487393612025,DNae007,descending,DNae007,right,DN_10,#77AB44
720575941496111047,76282811803546613,DNa06,descending,DNa06,left,DN_20,#EEB73C
720575941549991540,76071705504208646,DNg68,descending,DNg68,left,DN_17,#7063A9
720575941519236568,75930968015370693,DNge079,descending,DNge079,right,DN_13,#764D99
720575941542534236,76071705571220772,DNp13,descending,DNp13,left,DN_17,#7063A9
720575941490717390,76071705571133260,DNa09,descending,DNa09,right,DN_06,#51AD8B
720575941504526386,76142074248655339,DNg55,descending,DNg55,right,DN_15,#5AB5DD
720575941432256215,76282811736602524,DNge041,descending,DNge041,right,DN_08,#5FA5D8
720575941549488929,76142074248438762,DNg70,descending,DNg70,left,DN_22,#D0B43E
720575941529806520,76212442992750597,DNp34,descending,DNp34,right,DN_12,#59A846
720575941563169704,76001336759560257,DNg13,descending,DNg13,left,DN_11,#4FAA6F
720575941590550156,76071705637907844,DNb01,descending,DNb01,left,DN_06,#51AD8B
720575941470533131,76212443126360002,DNg96,descending,DNg96,right,DN_08,#5FA5D8
720575941456679149,76001336759946857,DNpe020,descending,DNpe020,midline,DN_12,#59A846
720575941525285197,76212443059672153,DNae002,descending,DNae002,left,DN_06,#51AD8B
720575941449983581,76353180480324179,DNg15,descending,DNg15,right,DN_16,#F39B38
720575941476214833,76142074248584938,DNge140,descending,DNge140,right,DN_15,#5AB5DD
720575941518509495,76282811736519927,DNge054,descending,DNge054,left,DN_11,#4FAA6F
720575941529171384,76212443059263043,DNb09,descending,DNb09,right,DN_15,#5AB5DD
720575941612058982,76071705571211132,DNge136,descending,DNge136,left,DN_22,#D0B43E
720575941410264235,76212443059713921,DNp11,descending,DNp11,right,DN_14,#54B0A6
720575941537584099,76212443059836981,DNp62,descending,DNp62,right,DN_18,#57B2C1
720575941721638714,76071705504311805,DNb09,descending,DNb09,left,DN_15,#5AB5DD
720575941536927464,76142074248030440,DNp29,descending,DNp29,right,DN_14,#54B0A6
720575941499008073,76071705570981683,DNp54,descending,DNp54,right,DN_14,#54B0A6
720575941493374896,76142074248202710,DNp29,descending,DNp29,left,DN_14,#54B0A6
720575941449871797,76282811736567846,DNpe022,descending,DNpe022,left,DN_15,#5AB5DD
720575941595300901,76071705504175079,DNp09,descending,DNp09,right,DN_15,#5AB5DD
720575941555220225,76282811803998982,DNge040,descending,DNge040,right,DN_08,#5FA5D8
